student,student_status,strategy,gain,old_utility,new_utility,regret_before,regret_after,old_bundle,new_bundle,desired_items,true_preferences,reported_preferences
180,2.0,only_missed,14.0,21.0,35.0,14.0,0.0,"[0, 7, 30]","[0, 8, 10, 27, 32]","[0, 7, 8, 10, 11, 12, 13, 14, 27, 28, 30, 32, 35, 36, 37, 40, 41, 44, 45, 50, 52, 53, 60, 94, 95]","[7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 3.0, 6.0, 7.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0]","[0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 7.0, 7.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
180,2.0,demote_assigned,7.0,21.0,28.0,14.0,7.0,"[0, 7, 30]","[0, 8, 27, 35]","[0, 7, 8, 10, 11, 12, 13, 14, 27, 28, 30, 32, 35, 36, 37, 40, 41, 44, 45, 50, 52, 53, 60, 94, 95]","[7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 3.0, 6.0, 7.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0]","[4.0, 4.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 6.0, 6.0, 3.0, 6.0, 7.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0]"
81,4.0,boost_missed,1.0,23.0,24.0,13.0,12.0,"[35, 41, 50, 59]","[35, 44, 48, 68]","[14, 35, 37, 41, 44, 45, 48, 50, 51, 57, 58, 59, 61, 62, 66, 67, 68, 73, 81, 82, 84, 85]","[2.0, 7.0, 3.0, 7.0, 6.0, 2.0, 6.0, 3.0, 1.0, 1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]","[2.0, 5.0, 3.0, 5.0, 7.0, 2.0, 6.0, 1.0, 1.0, 1.0, 1.0, 4.0, 4.0, 5.0, 1.0, 4.0, 7.0, 3.0, 3.0, 2.0, 7.0, 3.0]"
81,4.0,demote_assigned,1.0,23.0,24.0,13.0,12.0,"[35, 41, 50, 59]","[35, 44, 48, 68]","[14, 35, 37, 41, 44, 45, 48, 50, 51, 57, 58, 59, 61, 62, 66, 67, 68, 73, 81, 82, 84, 85]","[2.0, 7.0, 3.0, 7.0, 6.0, 2.0, 6.0, 3.0, 1.0, 1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]","[2.0, 4.0, 3.0, 4.0, 6.0, 2.0, 6.0, 0.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]"
81,4.0,promote_single_44,3.0,23.0,26.0,13.0,10.0,"[35, 41, 50, 59]","[35, 41, 44, 59]","[14, 35, 37, 41, 44, 45, 48, 50, 51, 57, 58, 59, 61, 62, 66, 67, 68, 73, 81, 82, 84, 85]","[2.0, 7.0, 3.0, 7.0, 6.0, 2.0, 6.0, 3.0, 1.0, 1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]","[1.0, 6.0, 2.0, 6.0, 7.0, 1.0, 5.0, 2.0, 0.0, 0.0, 0.0, 5.0, 3.0, 4.0, 0.0, 3.0, 4.0, 2.0, 2.0, 1.0, 4.0, 2.0]"
81,4.0,promote_single_68,2.0,23.0,25.0,13.0,11.0,"[35, 41, 50, 59]","[35, 41, 59, 68]","[14, 35, 37, 41, 44, 45, 48, 50, 51, 57, 58, 59, 61, 62, 66, 67, 68, 73, 81, 82, 84, 85]","[2.0, 7.0, 3.0, 7.0, 6.0, 2.0, 6.0, 3.0, 1.0, 1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]","[1.0, 6.0, 2.0, 6.0, 5.0, 1.0, 5.0, 2.0, 0.0, 0.0, 0.0, 5.0, 3.0, 4.0, 0.0, 3.0, 7.0, 2.0, 2.0, 1.0, 4.0, 2.0]"
81,4.0,promote_single_84,2.0,23.0,25.0,13.0,11.0,"[35, 41, 50, 59]","[35, 41, 59, 84]","[14, 35, 37, 41, 44, 45, 48, 50, 51, 57, 58, 59, 61, 62, 66, 67, 68, 73, 81, 82, 84, 85]","[2.0, 7.0, 3.0, 7.0, 6.0, 2.0, 6.0, 3.0, 1.0, 1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 4.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0]","[1.0, 6.0, 2.0, 6.0, 5.0, 1.0, 5.0, 2.0, 0.0, 0.0, 0.0, 5.0, 3.0, 4.0, 0.0, 3.0, 4.0, 2.0, 2.0, 1.0, 7.0, 2.0]"
119,4.0,demote_assigned,2.0,16.0,18.0,11.0,9.0,"[11, 12, 29]","[10, 13, 27, 29]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 27, 28, 29]","[2.0, 4.0, 6.0, 5.0, 5.0, 6.0, 2.0, 2.0, 3.0, 3.0, 1.0, 2.0, 4.0, 4.0, 5.0]","[2.0, 4.0, 3.0, 2.0, 5.0, 6.0, 2.0, 2.0, 3.0, 3.0, 1.0, 2.0, 4.0, 4.0, 2.0]"
104,4.0,boost_missed,2.0,19.0,21.0,11.0,9.0,"[58, 60, 61, 64]","[59, 61, 81, 84]","[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 73, 80, 81, 83, 84, 85, 86, 87]","[4.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 3.0, 5.0, 3.0, 1.0, 6.0, 5.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 4.0]","[2.0, 3.0, 1.0, 4.0, 7.0, 6.0, 4.0, 3.0, 5.0, 3.0, 1.0, 6.0, 5.0, 3.0, 7.0, 6.0, 7.0, 3.0, 6.0, 4.0]"
104,4.0,promote_single_62,3.0,19.0,22.0,11.0,8.0,"[58, 60, 61, 64]","[58, 61, 62, 64]","[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 73, 80, 81, 83, 84, 85, 86, 87]","[4.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 3.0, 5.0, 3.0, 1.0, 6.0, 5.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 4.0]","[3.0, 2.0, 2.0, 5.0, 7.0, 5.0, 5.0, 2.0, 4.0, 2.0, 0.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 2.0, 5.0, 3.0]"
104,4.0,promote_single_81,3.0,19.0,22.0,11.0,8.0,"[58, 60, 61, 64]","[58, 61, 64, 81]","[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 73, 80, 81, 83, 84, 85, 86, 87]","[4.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 3.0, 5.0, 3.0, 1.0, 6.0, 5.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 4.0]","[3.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 2.0, 0.0, 5.0, 4.0, 2.0, 7.0, 5.0, 5.0, 2.0, 5.0, 3.0]"
104,4.0,promote_single_84,2.0,19.0,21.0,11.0,9.0,"[58, 60, 61, 64]","[60, 61, 64, 84]","[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 73, 80, 81, 83, 84, 85, 86, 87]","[4.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 3.0, 5.0, 3.0, 1.0, 6.0, 5.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 4.0]","[3.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 2.0, 0.0, 5.0, 4.0, 2.0, 5.0, 5.0, 7.0, 2.0, 5.0, 3.0]"
219,1.0,boost_missed,10.0,20.0,30.0,10.0,0.0,"[1, 8, 26, 90]","[1, 8, 10, 26, 27, 33]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[5.0, 2.0, 6.0, 2.0, 5.0, 6.0, 4.0, 4.0, 3.0, 6.0, 0.0, 2.0, 6.0]"
219,1.0,only_missed,10.0,20.0,30.0,10.0,0.0,"[1, 8, 26, 90]","[1, 8, 10, 26, 27, 33]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 7.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 7.0]"
219,1.0,demote_assigned,2.0,20.0,22.0,10.0,8.0,"[1, 8, 26, 90]","[1, 8, 26, 28]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[4.0, 1.0, 4.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 0.0, 2.0, 4.0]"
219,1.0,promote_single_10,4.0,20.0,24.0,10.0,6.0,"[1, 8, 26, 90]","[1, 8, 10, 26, 90]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[6.0, 3.0, 7.0, 1.0, 6.0, 3.0, 3.0, 3.0, 2.0, 3.0, 1.0, 1.0, 3.0]"
219,1.0,promote_single_27,2.0,20.0,22.0,10.0,8.0,"[1, 8, 26, 90]","[1, 8, 26, 27]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[6.0, 3.0, 3.0, 1.0, 6.0, 7.0, 3.0, 3.0, 2.0, 3.0, 1.0, 1.0, 3.0]"
219,1.0,promote_single_33,2.0,20.0,22.0,10.0,8.0,"[1, 8, 26, 90]","[1, 8, 26, 33]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[6.0, 3.0, 3.0, 1.0, 6.0, 3.0, 3.0, 3.0, 2.0, 7.0, 1.0, 1.0, 3.0]"
219,1.0,promote_single_94,4.0,20.0,24.0,10.0,6.0,"[1, 8, 26, 90]","[1, 8, 26, 90, 94]","[1, 8, 10, 13, 26, 27, 28, 29, 32, 33, 90, 92, 94]","[7.0, 4.0, 4.0, 2.0, 7.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0, 4.0]","[6.0, 3.0, 3.0, 1.0, 6.0, 3.0, 3.0, 3.0, 2.0, 3.0, 1.0, 1.0, 7.0]"
170,3.0,demote_assigned,2.0,22.0,24.0,10.0,8.0,"[37, 49, 51, 58]","[36, 44, 49, 50]","[36, 37, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69]","[7.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]","[7.0, 4.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 2.0, 5.0, 0.0, 5.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]"
170,3.0,promote_single_36,2.0,22.0,24.0,10.0,8.0,"[37, 49, 51, 58]","[36, 49, 50, 58]","[36, 37, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69]","[7.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]","[7.0, 6.0, 2.0, 3.0, 3.0, 2.0, 6.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0, 5.0, 6.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0]"
170,3.0,promote_single_44,4.0,22.0,26.0,10.0,6.0,"[37, 49, 51, 58]","[37, 44, 49, 58]","[36, 37, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69]","[7.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]","[6.0, 6.0, 2.0, 3.0, 3.0, 2.0, 7.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0, 5.0, 6.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0]"
170,3.0,promote_single_54,3.0,22.0,25.0,10.0,7.0,"[37, 49, 51, 58]","[36, 49, 54, 58]","[36, 37, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69]","[7.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]","[6.0, 6.0, 2.0, 3.0, 3.0, 2.0, 6.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0, 7.0, 6.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0]"
170,3.0,promote_single_67,2.0,22.0,24.0,10.0,8.0,"[37, 49, 51, 58]","[37, 49, 58, 67]","[36, 37, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69]","[7.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0]","[6.0, 6.0, 2.0, 3.0, 3.0, 2.0, 6.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0, 5.0, 6.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 7.0, 2.0, 3.0]"
154,3.0,demote_assigned,1.0,22.0,23.0,10.0,9.0,"[20, 34, 39, 46]","[22, 35, 37, 51]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 47, 51, 52, 53, 54, 55, 56, 58, 59, 60, 64, 65, 67, 93, 94, 95]","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 6.0, 1.0, 1.0, 3.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 1.0, 1.0, 1.0]","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 7.0, 7.0, 4.0, 1.0, 6.0, 1.0, 0.0, 3.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 1.0, 1.0, 1.0]"
154,3.0,promote_single_35,4.0,22.0,26.0,10.0,6.0,"[20, 34, 39, 46]","[22, 35, 38, 59]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 47, 51, 52, 53, 54, 55, 56, 58, 59, 60, 64, 65, 67, 93, 94, 95]","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 6.0, 1.0, 1.0, 3.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 1.0, 1.0, 1.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 0.0, 5.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0]"
